donation_id,donor_id,category,condition,quantity,city,state,country,matched_ngo,created_at,status
don_503,donor_1,winter wear,excellent,31,Bengaluru,Karnataka,India,ngo_97,2024-12-27T17:42:00.040865,completed
don_504,donor_1,children,good,29,Bengaluru,Karnataka,India,ngo_92,2025-07-16T17:42:00.040865,completed
don_505,donor_1,winter wear,good,32,Bengaluru,Karnataka,India,ngo_41,2025-10-26T17:42:00.040865,completed
don_506,donor_1,winter wear,excellent,28,Chennai,Tamil Nadu,India,,2025-06-27T17:42:00.040865,approved
don_507,donor_1,seasonal,good,28,Bengaluru,Karnataka,India,,2024-11-28T17:42:00.040865,approved
don_508,donor_1,winter wear,good,25,Bengaluru,Karnataka,India,,2025-01-13T17:42:00.040865,approved
don_509,donor_1,winter wear,good,26,Bengaluru,Karnataka,India,ngo_28,2025-09-24T17:42:00.040865,completed
don_510,donor_1,winter wear,excellent,27,Mumbai,Maharashtra,India,,2025-08-16T17:42:00.040865,approved
don_511,donor_2,traditional,excellent,5,Chennai,Tamil Nadu,India,ngo_3,2025-09-21T17:42:00.040865,completed
don_512,donor_2,accessories,excellent,26,Chennai,Tamil Nadu,India,ngo_22,2025-10-31T17:42:00.040865,completed
don_513,donor_2,traditional,good,12,Chennai,Tamil Nadu,India,ngo_5,2025-08-21T17:42:00.040865,completed
don_514,donor_2,formal,excellent,15,Chennai,Tamil Nadu,India,,2025-09-15T17:42:00.040865,approved
don_515,donor_2,traditional,excellent,13,Kolkata,West Bengal,India,ngo_80,2024-12-17T17:42:00.040865,completed
don_516,donor_2,winter wear,good,15,Kolkata,West Bengal,India,ngo_80,2024-12-12T17:42:00.040865,completed
don_517,donor_2,children,excellent,13,Chennai,Tamil Nadu,India,ngo_7,2025-03-15T17:42:00.040865,completed
don_518,donor_2,traditional,excellent,26,Delhi,Delhi,India,,2025-06-18T17:42:00.040865,approved
don_519,donor_2,traditional,excellent,8,Mumbai,Maharashtra,India,ngo_56,2025-06-26T17:42:00.040865,completed
don_520,donor_2,accessories,good,18,Chennai,Tamil Nadu,India,,2025-05-19T17:42:00.040865,approved
don_521,donor_2,traditional,excellent,26,Chennai,Tamil Nadu,India,ngo_38,2025-08-09T17:42:00.040865,completed
don_522,donor_2,traditional,good,17,Chennai,Tamil Nadu,India,ngo_24,2025-01-04T17:42:00.040865,completed
don_523,donor_3,casual,good,11,Chennai,Tamil Nadu,India,,2025-10-17T17:42:00.040865,approved
don_524,donor_3,children,excellent,21,Kolkata,West Bengal,India,ngo_8,2025-11-09T17:42:00.040865,completed
don_525,donor_3,formal,excellent,10,Delhi,Delhi,India,ngo_72,2025-05-26T17:42:00.040865,completed
don_526,donor_3,formal,good,20,Delhi,Delhi,India,ngo_92,2025-02-18T17:42:00.040865,completed
don_527,donor_3,formal,excellent,16,Delhi,Delhi,India,ngo_9,2025-03-14T17:42:00.040865,completed
don_528,donor_3,formal,excellent,27,Delhi,Delhi,India,,2025-07-12T17:42:00.040865,approved
don_529,donor_3,accessories,good,14,Delhi,Delhi,India,,2025-06-02T17:42:00.040865,approved
don_530,donor_3,formal,excellent,14,Delhi,Delhi,India,ngo_27,2025-03-31T17:42:00.040865,completed
don_531,donor_3,formal,good,11,Delhi,Delhi,India,ngo_21,2024-12-30T17:42:00.040865,completed
don_532,donor_3,formal,excellent,19,Delhi,Delhi,India,ngo_91,2025-11-09T17:42:00.040865,completed
don_533,donor_3,formal,excellent,14,Delhi,Delhi,India,ngo_10,2025-07-17T17:42:00.040865,completed
don_534,donor_3,formal,good,22,Delhi,Delhi,India,ngo_93,2025-08-24T17:42:00.040865,completed
don_535,donor_3,formal,excellent,13,Delhi,Delhi,India,ngo_80,2024-11-22T17:42:00.040865,completed
don_536,donor_3,seasonal,good,22,Delhi,Delhi,India,ngo_89,2024-11-28T17:42:00.040865,completed
don_537,donor_3,formal,excellent,16,Delhi,Delhi,India,ngo_8,2024-12-31T17:42:00.040865,completed
don_538,donor_3,formal,good,8,Delhi,Delhi,India,ngo_9,2025-09-14T17:42:00.040865,completed
don_539,donor_4,winter wear,good,9,Bengaluru,Karnataka,India,,2025-09-26T17:42:00.040865,approved
don_540,donor_4,winter wear,good,9,Bengaluru,Karnataka,India,,2025-11-13T17:42:00.040865,approved
don_541,donor_4,outerwear,good,14,Bengaluru,Karnataka,India,,2025-05-16T17:42:00.040865,approved
don_542,donor_4,winter wear,good,21,Bengaluru,Karnataka,India,ngo_5,2025-03-11T17:42:00.040865,completed
don_543,donor_4,winter wear,excellent,12,Kolkata,West Bengal,India,,2025-02-04T17:42:00.040865,approved
don_544,donor_4,winter wear,good,17,Bengaluru,Karnataka,India,ngo_43,2025-01-05T17:42:00.041872,completed
don_545,donor_4,winter wear,excellent,3,Bengaluru,Karnataka,India,ngo_15,2025-03-10T17:42:00.041872,completed
don_546,donor_4,winter wear,excellent,10,Bengaluru,Karnataka,India,ngo_33,2025-03-31T17:42:00.041872,completed
don_547,donor_4,winter wear,good,8,Bengaluru,Karnataka,India,ngo_69,2025-03-01T17:42:00.041872,completed
don_548,donor_4,winter wear,excellent,17,Bengaluru,Karnataka,India,ngo_93,2025-05-06T17:42:00.041872,completed
don_549,donor_4,winter wear,excellent,12,Delhi,Delhi,India,,2025-04-02T17:42:00.041872,approved
don_550,donor_4,casual,excellent,21,Chennai,Tamil Nadu,India,ngo_52,2025-09-10T17:42:00.041872,completed
don_551,donor_4,winter wear,good,9,Bengaluru,Karnataka,India,ngo_13,2025-01-21T17:42:00.041872,completed
don_552,donor_4,winter wear,good,10,Bengaluru,Karnataka,India,ngo_66,2025-11-13T17:42:00.041872,completed
don_553,donor_4,winter wear,good,15,Bengaluru,Karnataka,India,ngo_98,2025-05-13T17:42:00.041872,completed
don_554,donor_4,activewear,excellent,13,Bengaluru,Karnataka,India,ngo_23,2024-12-18T17:42:00.041872,completed
don_555,donor_4,winter wear,good,15,Bengaluru,Karnataka,India,ngo_41,2025-02-23T17:42:00.041872,completed
don_556,donor_4,winter wear,excellent,12,Delhi,Delhi,India,ngo_28,2025-11-08T17:42:00.041872,completed
don_557,donor_4,winter wear,good,18,Bengaluru,Karnataka,India,ngo_92,2025-04-06T17:42:00.041872,completed
don_558,donor_4,winter wear,good,10,Bengaluru,Karnataka,India,ngo_44,2025-01-05T17:42:00.041872,completed
don_559,donor_4,winter wear,good,12,Bengaluru,Karnataka,India,ngo_40,2025-06-29T17:42:00.041872,completed
don_560,donor_4,winter wear,good,12,Bengaluru,Karnataka,India,,2025-10-19T17:42:00.041872,approved
don_561,donor_4,winter wear,good,16,Bengaluru,Karnataka,India,ngo_80,2025-07-18T17:42:00.041872,completed
don_562,donor_4,outerwear,excellent,19,Chennai,Tamil Nadu,India,ngo_18,2024-11-27T17:42:00.041872,completed
don_563,donor_4,winter wear,excellent,10,Bengaluru,Karnataka,India,,2025-03-31T17:42:00.041872,approved
don_564,donor_5,accessories,excellent,33,Mumbai,Maharashtra,India,ngo_61,2025-03-28T17:42:00.041872,completed
don_565,donor_5,seasonal,excellent,21,Chennai,Tamil Nadu,India,,2025-07-09T17:42:00.041872,approved
don_566,donor_5,seasonal,excellent,24,Kolkata,West Bengal,India,ngo_40,2025-11-02T17:42:00.041872,completed
don_567,donor_5,children,good,25,Bengaluru,Karnataka,India,,2025-05-04T17:42:00.041872,approved
don_568,donor_5,seasonal,good,36,Bengaluru,Karnataka,India,,2025-04-02T17:42:00.041872,approved
don_569,donor_5,seasonal,excellent,23,Chennai,Tamil Nadu,India,ngo_20,2025-09-10T17:42:00.041872,completed
don_570,donor_5,seasonal,good,30,Chennai,Tamil Nadu,India,ngo_60,2025-03-06T17:42:00.041872,completed
don_571,donor_5,seasonal,good,17,Chennai,Tamil Nadu,India,ngo_19,2025-08-01T17:42:00.041872,completed
don_572,donor_5,seasonal,excellent,25,Chennai,Tamil Nadu,India,ngo_42,2025-06-26T17:42:00.041872,completed
don_573,donor_5,seasonal,excellent,33,Chennai,Tamil Nadu,India,ngo_26,2025-06-29T17:42:00.041872,completed
don_574,donor_5,seasonal,good,23,Chennai,Tamil Nadu,India,ngo_7,2025-05-29T17:42:00.041872,completed
don_575,donor_5,casual,excellent,27,Chennai,Tamil Nadu,India,ngo_95,2025-10-25T17:42:00.041872,completed
don_576,donor_5,casual,excellent,26,Kolkata,West Bengal,India,,2025-06-20T17:42:00.041872,approved
don_577,donor_5,seasonal,good,30,Chennai,Tamil Nadu,India,ngo_86,2025-10-30T17:42:00.041872,completed
don_578,donor_5,seasonal,good,33,Chennai,Tamil Nadu,India,ngo_73,2025-07-22T17:42:00.041872,completed
don_579,donor_5,seasonal,excellent,26,Chennai,Tamil Nadu,India,ngo_72,2025-08-12T17:42:00.041872,completed
don_580,donor_5,seasonal,excellent,23,Chennai,Tamil Nadu,India,,2025-05-17T17:42:00.041872,approved
don_581,donor_5,seasonal,good,23,Chennai,Tamil Nadu,India,ngo_34,2025-02-04T17:42:00.041872,completed
don_582,donor_5,seasonal,excellent,23,Delhi,Delhi,India,,2025-03-06T17:42:00.041872,approved
don_583,donor_6,shoes,excellent,7,Kolkata,West Bengal,India,ngo_39,2025-06-20T17:42:00.041872,completed
don_584,donor_6,shoes,excellent,4,Kolkata,West Bengal,India,ngo_88,2025-10-23T17:42:00.041872,completed
don_585,donor_6,shoes,good,8,Kolkata,West Bengal,India,ngo_99,2025-01-30T17:42:00.041872,completed
don_586,donor_6,children,good,11,Kolkata,West Bengal,India,ngo_79,2025-06-14T17:42:00.041872,completed
don_587,donor_6,shoes,excellent,6,Delhi,Delhi,India,ngo_10,2025-09-19T17:42:00.041872,completed
don_588,donor_6,shoes,excellent,16,Chennai,Tamil Nadu,India,ngo_14,2025-03-23T17:42:00.041872,completed
don_589,donor_6,shoes,excellent,5,Kolkata,West Bengal,India,ngo_5,2025-07-15T17:42:00.041872,completed
don_590,donor_6,casual,good,7,Kolkata,West Bengal,India,,2025-06-12T17:42:00.041872,approved
don_591,donor_6,shoes,excellent,4,Kolkata,West Bengal,India,ngo_27,2025-05-23T17:42:00.041872,completed
don_592,donor_6,shoes,good,12,Kolkata,West Bengal,India,ngo_53,2025-03-22T17:42:00.041872,completed
don_593,donor_6,shoes,good,8,Kolkata,West Bengal,India,,2025-08-21T17:42:00.041872,approved
don_594,donor_6,shoes,excellent,6,Kolkata,West Bengal,India,ngo_34,2025-01-03T17:42:00.041872,completed
don_595,donor_6,shoes,excellent,5,Delhi,Delhi,India,ngo_9,2025-03-10T17:42:00.041872,completed
don_596,donor_6,shoes,excellent,7,Kolkata,West Bengal,India,ngo_12,2024-12-21T17:42:00.041872,completed
don_597,donor_6,outerwear,excellent,11,Kolkata,West Bengal,India,ngo_59,2025-04-29T17:42:00.041872,completed
don_598,donor_6,shoes,good,13,Kolkata,West Bengal,India,ngo_39,2025-06-05T17:42:00.041872,completed
don_599,donor_6,traditional,excellent,-1,Kolkata,West Bengal,India,ngo_35,2025-06-12T17:42:00.041872,completed
don_600,donor_6,shoes,excellent,4,Chennai,Tamil Nadu,India,ngo_12,2025-07-24T17:42:00.041872,completed
don_601,donor_6,shoes,excellent,10,Kolkata,West Bengal,India,,2025-10-07T17:42:00.041872,approved
don_602,donor_6,shoes,excellent,15,Mumbai,Maharashtra,India,,2025-02-06T17:42:00.041872,approved
don_603,donor_6,shoes,good,1,Kolkata,West Bengal,India,ngo_5,2025-10-09T17:42:00.041872,completed
don_604,donor_6,shoes,excellent,16,Mumbai,Maharashtra,India,,2024-12-03T17:42:00.041872,approved
don_605,donor_6,winter wear,good,10,Kolkata,West Bengal,India,,2025-09-16T17:42:00.041872,approved
don_606,donor_7,accessories,excellent,22,Mumbai,Maharashtra,India,ngo_67,2025-10-08T17:42:00.041872,completed
don_607,donor_7,winter wear,excellent,8,Mumbai,Maharashtra,India,,2025-03-17T17:42:00.041872,approved
don_608,donor_7,winter wear,good,11,Mumbai,Maharashtra,India,,2025-05-21T17:42:00.041872,approved
don_609,donor_7,winter wear,excellent,8,Mumbai,Maharashtra,India,ngo_64,2024-11-26T17:42:00.041872,completed
don_610,donor_7,winter wear,good,8,Mumbai,Maharashtra,India,,2025-07-29T17:42:00.041872,approved
don_611,donor_7,winter wear,excellent,20,Kolkata,West Bengal,India,,2025-07-01T17:42:00.041872,approved
don_612,donor_7,winter wear,excellent,11,Mumbai,Maharashtra,India,,2024-12-11T17:42:00.041872,approved
don_613,donor_7,winter wear,excellent,-4,Mumbai,Maharashtra,India,ngo_5,2025-03-11T17:42:00.041872,completed
don_614,donor_7,winter wear,excellent,11,Mumbai,Maharashtra,India,ngo_8,2025-03-19T17:42:00.041872,completed
don_615,donor_7,winter wear,excellent,11,Mumbai,Maharashtra,India,ngo_48,2025-02-27T17:42:00.041872,completed
don_616,donor_7,winter wear,good,9,Mumbai,Maharashtra,India,ngo_73,2025-05-29T17:42:00.041872,completed
don_617,donor_7,children,excellent,13,Mumbai,Maharashtra,India,ngo_83,2025-01-31T17:42:00.041872,completed
don_618,donor_7,winter wear,excellent,5,Mumbai,Maharashtra,India,ngo_57,2025-01-14T17:42:00.041872,completed
don_619,donor_7,seasonal,good,8,Mumbai,Maharashtra,India,ngo_75,2025-04-30T17:42:00.041872,completed
don_620,donor_7,winter wear,good,10,Chennai,Tamil Nadu,India,ngo_49,2024-12-30T17:42:00.041872,completed
don_621,donor_8,winter wear,excellent,15,Chennai,Tamil Nadu,India,,2025-09-16T17:42:00.041872,approved
don_622,donor_8,winter wear,excellent,14,Chennai,Tamil Nadu,India,,2025-02-05T17:42:00.041872,approved
don_623,donor_8,winter wear,good,7,Chennai,Tamil Nadu,India,,2025-04-02T17:42:00.041872,approved
don_624,donor_8,winter wear,good,15,Chennai,Tamil Nadu,India,ngo_64,2024-11-29T17:42:00.041872,completed
don_625,donor_8,winter wear,excellent,21,Chennai,Tamil Nadu,India,ngo_90,2025-06-26T17:42:00.041872,completed
don_626,donor_8,winter wear,good,15,Delhi,Delhi,India,ngo_82,2025-05-08T17:42:00.041872,completed
don_627,donor_8,winter wear,excellent,17,Mumbai,Maharashtra,India,,2024-12-13T17:42:00.041872,approved
don_628,donor_8,winter wear,excellent,14,Chennai,Tamil Nadu,India,ngo_9,2025-08-18T17:42:00.041872,completed
don_629,donor_8,winter wear,excellent,14,Chennai,Tamil Nadu,India,ngo_68,2025-07-14T17:42:00.041872,completed
don_630,donor_8,winter wear,excellent,19,Chennai,Tamil Nadu,India,,2025-10-26T17:42:00.041872,approved
don_631,donor_8,winter wear,good,7,Chennai,Tamil Nadu,India,ngo_12,2025-07-10T17:42:00.041872,completed
don_632,donor_8,winter wear,good,12,Chennai,Tamil Nadu,India,ngo_92,2025-07-08T17:42:00.041872,completed
don_633,donor_9,traditional,excellent,38,Chennai,Tamil Nadu,India,ngo_24,2024-11-24T17:42:00.041872,completed
don_634,donor_9,accessories,good,33,Mumbai,Maharashtra,India,ngo_84,2025-05-14T17:42:00.041872,completed
don_635,donor_9,traditional,excellent,18,Mumbai,Maharashtra,India,ngo_64,2025-06-28T17:42:00.041872,completed
don_636,donor_9,traditional,good,20,Kolkata,West Bengal,India,ngo_3,2025-04-28T17:42:00.041872,completed
don_637,donor_9,traditional,excellent,30,Mumbai,Maharashtra,India,ngo_35,2025-11-01T17:42:00.043062,completed
don_638,donor_9,traditional,good,23,Mumbai,Maharashtra,India,ngo_1,2025-01-05T17:42:00.043062,completed
don_639,donor_9,traditional,good,22,Chennai,Tamil Nadu,India,ngo_63,2025-02-16T17:42:00.043062,completed
don_640,donor_9,accessories,excellent,25,Mumbai,Maharashtra,India,ngo_65,2025-08-25T17:42:00.043062,completed
don_641,donor_9,traditional,excellent,19,Mumbai,Maharashtra,India,ngo_16,2025-04-12T17:42:00.043062,completed
don_642,donor_9,traditional,good,26,Mumbai,Maharashtra,India,,2025-10-20T17:42:00.043062,approved
don_643,donor_9,traditional,excellent,18,Mumbai,Maharashtra,India,ngo_83,2025-07-14T17:42:00.043062,completed
don_644,donor_9,children,excellent,23,Mumbai,Maharashtra,India,ngo_5,2025-07-10T17:42:00.043062,completed
don_645,donor_9,traditional,excellent,28,Mumbai,Maharashtra,India,,2025-09-16T17:42:00.043062,approved
don_646,donor_9,traditional,good,19,Mumbai,Maharashtra,India,,2025-06-12T17:42:00.043062,approved
don_647,donor_9,traditional,excellent,29,Delhi,Delhi,India,ngo_97,2025-08-11T17:42:00.043062,completed
don_648,donor_9,traditional,good,24,Mumbai,Maharashtra,India,ngo_83,2025-02-19T17:42:00.043062,completed
don_649,donor_9,traditional,good,33,Mumbai,Maharashtra,India,ngo_30,2025-06-21T17:42:00.043062,completed
don_650,donor_9,traditional,excellent,28,Chennai,Tamil Nadu,India,,2025-07-26T17:42:00.043062,approved
don_651,donor_9,accessories,good,19,Mumbai,Maharashtra,India,ngo_57,2025-04-14T17:42:00.043062,completed
don_652,donor_9,shoes,good,29,Mumbai,Maharashtra,India,ngo_35,2025-04-29T17:42:00.043062,completed
don_653,donor_9,traditional,good,29,Mumbai,Maharashtra,India,ngo_65,2025-06-07T17:42:00.043062,completed
don_654,donor_9,traditional,excellent,28,Mumbai,Maharashtra,India,ngo_93,2025-05-01T17:42:00.043062,completed
don_655,donor_10,children,excellent,14,Delhi,Delhi,India,,2024-12-29T17:42:00.043062,approved
don_656,donor_10,casual,excellent,14,Delhi,Delhi,India,ngo_91,2025-05-04T17:42:00.043062,completed
don_657,donor_10,children,excellent,4,Delhi,Delhi,India,ngo_68,2024-12-09T17:42:00.043062,completed
don_658,donor_10,children,excellent,10,Delhi,Delhi,India,ngo_62,2025-07-07T17:42:00.043062,completed
don_659,donor_10,children,good,5,Delhi,Delhi,India,,2025-07-11T17:42:00.043062,approved
don_660,donor_10,children,excellent,6,Kolkata,West Bengal,India,,2025-08-26T17:42:00.043062,approved
don_661,donor_10,children,good,18,Delhi,Delhi,India,ngo_34,2024-12-06T17:42:00.043062,completed
don_662,donor_10,seasonal,good,8,Delhi,Delhi,India,ngo_5,2025-09-27T17:42:00.043062,completed
don_663,donor_10,children,excellent,7,Bengaluru,Karnataka,India,ngo_92,2025-09-04T17:42:00.043062,completed
don_664,donor_10,formal,excellent,11,Delhi,Delhi,India,,2025-04-18T17:42:00.043062,approved
don_665,donor_10,children,excellent,0,Delhi,Delhi,India,,2025-02-02T17:42:00.043062,approved
don_666,donor_10,children,good,22,Delhi,Delhi,India,ngo_31,2025-11-06T17:42:00.043062,completed
don_667,donor_10,children,good,12,Delhi,Delhi,India,,2025-07-28T17:42:00.043062,approved
don_668,donor_10,children,excellent,25,Delhi,Delhi,India,ngo_69,2025-10-13T17:42:00.043062,completed
don_669,donor_10,casual,good,4,Delhi,Delhi,India,,2025-01-24T17:42:00.043062,approved
don_670,donor_10,children,good,11,Delhi,Delhi,India,ngo_96,2025-10-14T17:42:00.043062,completed
don_671,donor_10,children,good,15,Chennai,Tamil Nadu,India,,2024-12-05T17:42:00.043062,approved
don_672,donor_10,winter wear,good,7,Chennai,Tamil Nadu,India,ngo_15,2025-07-06T17:42:00.043062,completed
don_673,donor_10,children,good,8,Delhi,Delhi,India,,2024-12-21T17:42:00.043062,approved
don_674,donor_10,children,excellent,18,Delhi,Delhi,India,,2025-07-14T17:42:00.043062,approved
don_675,donor_10,children,good,1,Delhi,Delhi,India,,2025-03-26T17:42:00.043062,approved
don_676,donor_10,children,good,12,Chennai,Tamil Nadu,India,ngo_91,2024-12-20T17:42:00.043062,completed
don_677,donor_10,activewear,excellent,12,Delhi,Delhi,India,ngo_7,2025-10-12T17:42:00.043062,completed
