_id,name,city,state,latitude,longitude,trust_score,impact_score,focus_areas,accepted_clothing_types,Capacity_per_week,Acceptance_Rate,Urgent_Need,Contact
NGO0350,NGO Elderly 350,Bengaluru,Karnataka,12.93822,77.609052,75,67,Elderly Care,formal;accessories;shoes,155,0.81,False,ngo350@example.org
NGO0351,NGO Homeless 351,Pune,Maharashtra,18.53306,73.844063,75,77,Homeless Shelter,outerwear;accessories;casual,420,0.6,False,ngo351@example.org
NGO0352,NGO Elderly 352,Delhi,Delhi,28.654379,77.127318,75,80,Elderly Care,outerwear;children;casual,435,0.74,True,ngo352@example.org
NGO0353,NGO Children 353,Mumbai,Maharashtra,19.080564,72.894211,75,62,Children Education,casual;shoes;accessories,339,0.94,False,ngo353@example.org
NGO0354,NGO Elderly 354,Pune,Maharashtra,18.48699,73.883865,75,92,Elderly Care,casual;shoes;children;formal;accessories,447,0.89,False,ngo354@example.org
NGO0355,NGO Elderly 355,Ahmedabad,Gujarat,22.99632,72.524657,75,88,Elderly Care,casual;shoes;outerwear;children,327,0.8,True,ngo355@example.org
NGO0356,NGO Women 356,Pune,Maharashtra,18.487735,73.822388,75,66,Women Empowerment,accessories;formal;shoes,176,0.67,True,ngo356@example.org
NGO0357,NGO Women 357,Jaipur,Rajasthan,26.886868,75.744024,75,71,Women Empowerment,casual;formal;shoes,464,0.73,False,ngo357@example.org
NGO0358,NGO Rural 358,Delhi,Delhi,28.751443,77.063852,75,71,Rural Development,formal;casual;accessories;children;outerwear,165,0.95,False,ngo358@example.org
NGO0359,NGO Women 359,Delhi,Delhi,28.725891,77.142246,75,61,Women Empowerment,casual;shoes;children;outerwear,487,0.74,False,ngo359@example.org
NGO0360,NGO Women 360,Hyderabad,Telangana,17.355815,78.456064,75,65,Women Empowerment,outerwear;formal;casual,148,0.91,False,ngo360@example.org
NGO0361,NGO Homeless 361,Kolkata,West Bengal,22.562011,88.330221,75,71,Homeless Shelter,casual;outerwear;children;shoes,117,0.6,True,ngo361@example.org
NGO0362,NGO Rural 362,Delhi,Delhi,28.728762,77.106337,75,82,Rural Development,formal;casual;outerwear,168,0.64,False,ngo362@example.org
NGO0363,NGO Children 363,Chennai,Tamil Nadu,13.041747,80.30867,75,80,Children Education,accessories;children;shoes;formal,277,0.87,False,ngo363@example.org
NGO0364,NGO Women 364,Delhi,Delhi,28.741557,77.112614,75,77,Women Empowerment,formal;children;shoes;accessories,78,0.64,False,ngo364@example.org
NGO0365,NGO Homeless 365,Jaipur,Rajasthan,26.902549,75.744825,75,91,Homeless Shelter,formal;casual;outerwear;children;accessories,208,0.81,False,ngo365@example.org
NGO0366,NGO Disaster 366,Mumbai,Maharashtra,19.116641,72.866093,75,86,Disaster Relief,formal;shoes;outerwear;casual;accessories,446,0.9,True,ngo366@example.org
NGO0367,NGO Children 367,Pune,Maharashtra,18.560569,73.84089,75,73,Children Education,outerwear;casual;children;formal;accessories,350,0.65,False,ngo367@example.org
NGO0368,NGO Elderly 368,Bengaluru,Karnataka,12.991899,77.554587,75,83,Elderly Care,shoes;outerwear;children,168,0.85,False,ngo368@example.org
NGO0369,NGO Elderly 369,Jaipur,Rajasthan,26.947897,75.764707,75,90,Elderly Care,formal;casual;children,127,0.83,False,ngo369@example.org
NGO0370,NGO Rural 370,Delhi,Delhi,28.664389,77.143071,75,78,Rural Development,children;outerwear;casual;formal,63,0.91,False,ngo370@example.org
NGO0371,NGO Children 371,Mumbai,Maharashtra,19.106865,72.850557,75,90,Children Education,formal;shoes;outerwear;casual,342,0.81,False,ngo371@example.org
NGO0372,NGO Women 372,Delhi,Delhi,28.667843,77.058608,75,62,Women Empowerment,children;shoes;formal;casual,411,0.64,False,ngo372@example.org
NGO0373,NGO Elderly 373,Hyderabad,Telangana,17.421006,78.472163,75,60,Elderly Care,shoes;outerwear;formal;children,98,0.69,False,ngo373@example.org
NGO0374,NGO Rural 374,Mumbai,Maharashtra,19.089985,72.857651,75,78,Rural Development,casual;formal;shoes;accessories;outerwear,480,0.62,False,ngo374@example.org
NGO0375,NGO Elderly 375,Bengaluru,Karnataka,12.980728,77.608371,75,83,Elderly Care,children;casual;formal,288,0.81,False,ngo375@example.org
NGO0376,NGO Women 376,Delhi,Delhi,28.728225,77.138497,75,84,Women Empowerment,accessories;outerwear;shoes,97,0.78,False,ngo376@example.org
NGO0377,NGO Elderly 377,Hyderabad,Telangana,17.360437,78.51649,75,73,Elderly Care,outerwear;accessories;children,408,0.93,True,ngo377@example.org
NGO0378,NGO Elderly 378,Pune,Maharashtra,18.543995,73.903613,75,63,Elderly Care,shoes;outerwear;children,445,0.79,False,ngo378@example.org
NGO0379,NGO Disaster 379,Mumbai,Maharashtra,19.075271,72.86592,75,60,Disaster Relief,outerwear;formal;children;accessories;shoes,151,0.94,False,ngo379@example.org
NGO0380,NGO Homeless 380,Chennai,Tamil Nadu,13.091591,80.319318,75,90,Homeless Shelter,shoes;accessories;formal;casual;outerwear,231,0.63,True,ngo380@example.org
NGO0381,NGO Elderly 381,Mumbai,Maharashtra,19.072727,72.88199,75,82,Elderly Care,accessories;outerwear;children;casual;shoes,271,0.7,False,ngo381@example.org
NGO0382,NGO Disaster 382,Pune,Maharashtra,18.548961,73.842628,75,84,Disaster Relief,children;accessories;shoes;outerwear;casual,321,0.67,False,ngo382@example.org
NGO0383,NGO Homeless 383,Surat,Maharashtra,21.152264,72.824824,75,64,Homeless Shelter,accessories;shoes;children;outerwear;formal,119,0.74,False,ngo383@example.org
NGO0384,NGO Women 384,Mumbai,Maharashtra,19.076792,72.86749,75,68,Women Empowerment,shoes;accessories;formal;outerwear;casual,387,0.8,False,ngo384@example.org
NGO0385,NGO Rural 385,Delhi,Delhi,28.746498,77.138726,75,81,Rural Development,children;shoes;casual;accessories;outerwear,497,0.71,False,ngo385@example.org
NGO0386,NGO Women 386,Mumbai,Maharashtra,19.08456,72.844577,75,61,Women Empowerment,outerwear;casual;formal,138,0.66,False,ngo386@example.org
NGO0387,NGO Rural 387,Mumbai,Maharashtra,19.036629,72.846035,75,94,Rural Development,children;casual;shoes;formal;outerwear,457,0.83,False,ngo387@example.org
NGO0388,NGO Women 388,Mumbai,Maharashtra,19.114292,72.857688,75,84,Women Empowerment,accessories;casual;children;outerwear,332,0.74,False,ngo388@example.org
NGO0389,NGO Women 389,Ahmedabad,Gujarat,23.037112,72.530464,75,78,Women Empowerment,children;casual;outerwear,455,0.66,False,ngo389@example.org
NGO0390,NGO Children 390,Mumbai,Maharashtra,19.082973,72.8452,75,77,Children Education,shoes;formal;children,453,0.6,False,ngo390@example.org
NGO0391,NGO Women 391,Delhi,Delhi,28.737248,77.096838,75,85,Women Empowerment,accessories;outerwear;shoes;formal,259,0.74,False,ngo391@example.org
NGO0392,NGO Children 392,Ahmedabad,Gujarat,23.061686,72.604203,75,86,Children Education,accessories;casual;outerwear;formal,347,0.73,False,ngo392@example.org
NGO0393,NGO Children 393,Mumbai,Maharashtra,19.073721,72.856204,75,92,Children Education,shoes;accessories;children;formal,59,0.85,True,ngo393@example.org
NGO0394,NGO Women 394,Mumbai,Maharashtra,19.102026,72.885192,75,61,Women Empowerment,casual;formal;outerwear,239,0.87,False,ngo394@example.org
NGO0395,NGO Children 395,Mumbai,Maharashtra,19.055788,72.874068,75,75,Children Education,accessories;children;outerwear;casual,353,0.68,True,ngo395@example.org
NGO0396,NGO Disaster 396,Hyderabad,Telangana,17.376987,78.438827,75,66,Disaster Relief,casual;formal;outerwear;children;accessories,123,0.76,True,ngo396@example.org
NGO0397,NGO Rural 397,Delhi,Delhi,28.682199,77.06359,75,62,Rural Development,accessories;outerwear;shoes;children;casual,433,0.75,True,ngo397@example.org
NGO0398,NGO Elderly 398,Bengaluru,Karnataka,12.965193,77.55758,75,65,Elderly Care,shoes;outerwear;children,161,0.85,False,ngo398@example.org
NGO0399,NGO Women 399,Mumbai,Maharashtra,19.083244,72.850527,75,88,Women Empowerment,shoes;children;casual;formal,152,0.69,True,ngo399@example.org
NGO0400,NGO Women 400,Bengaluru,Karnataka,12.964161,77.559261,75,72,Women Empowerment,outerwear;accessories;formal,394,0.64,False,ngo400@example.org
